"Cod_Prod","Nom_Prod","Concent","Nom_Form_Farm","Nom_Form_Farm_Simplif","Presentac","Fracciones","Fec_Vcto_Reg_Sanitario","Num_RegSan","Nom_Titular","Situacion"
"47983","AZITROMICINA","500 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimido Recubierto","10","30/11/2023","EN06511","PERUFARMA","ACT"
"47984","AZITROMICINA","500 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimido Recubierto","3","30/11/2023","EN06511","PERUFARMA","ACT"
"48507","AZITROMICINA","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","5","02/03/2025","EN00886","FARMINDUSTRIA S.A.","ACT"
"48508","AZITROMICINA","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","30","02/03/2025","EN00886","FARMINDUSTRIA S.A.","ACT"
"51480","AZITROMICINA","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","100","25/06/2022","NG6384","PORTUGAL","ACT"
"51250","AZITROMICINA","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","100","18/07/2024","EE00331","PHARMAGEN S.A.C.","ACT"
"52452","AZITROMICINA","200 mg/ 5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco x 15 mL + Accesorio","1","21/07/2025","EN08115","IQ FARMA","ACT"
"52271","AZITROMICINA ","200 mg/ 5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco x 30 mL	","1","19/10/2022","EN01976","PORTUGAL","ACT"
"53604","AZITROMICINA","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas","50","27/10/2026","EN08791","E.S.C. PHARMED","ACT"
"53554","AZITROMICINA","200 mg/ 5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco x 30 mL","1","19/10/2022","EN01976","PORTUGAL","ACT"
"54318","AZITROMICINA","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","100","02/03/2025","EN00886","FARMINDUSTRIA S.A.","ACT"
"44454","AZITROMICINA","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas","2","02/03/2020","EN00886","FARMINDUSTRIA S.A.","ACT"
"44455","AZITROMICINA","500  mg","Tableta","TABLETA","Caja Envase Blíster Tabletas","3","08/02/2020","EN00786","LABORATORIOS AC FARMA S.A.","ACT"
"44406","AZITROMICINA","500  mg","Tableta","TABLETA","Caja Envase Blíster Tabletas","1","08/02/2020","EN00786","LABORATORIOS AC FARMA S.A.","ACT"
"44894","AZITROMICINA","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","30","06/03/2021","EN02794","INDUQUIMICA","ACT"
"44125","AZITROMICINA","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","3","25/06/2022","EN05328","NATURGEN","ACT"
"40584","AZITROMICINA","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","30","27/01/2019","EE01129","LABOT","ACT"
"41148","AZITROMICINA","200  mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco x 15mL","1","22/02/2019","EE04688","GENFAR","ACT"
"41286","AZITROMICINA","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","3","06/03/2021","EN02794","INDUQUIMICA","ACT"
"39234","AZITROMICINA","200 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco X 30 mL","1","19/10/2017","EN01976","NAT. y GEN.","ACT"
"39027","AZITROMICINA","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","30","09/05/2021","EN03157","MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA","ACT"
"37022","AZITROMICINA","500  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","500","08/02/2020","EN00786","LABORATORIOS AC FARMA S.A.","ACT"
"37036","AZITROMICINA","200  mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco  X 15 mL","1","26/01/2020","EN00680","FARMINDUSTRIA S.A.","ACT"
"35662","AZITROMICINA","500  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","30","08/02/2020","EN00786","LABORATORIOS AC FARMA S.A.","ACT"
"34005","AZITROMICINA","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","100","25/06/2022","NG6384","NAT. y GEN.","ACT"
"34445","AZITROMICINA","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","3","25/06/2022","NG6384","NAT. y GEN.","ACT"
"38602","AZITROMICINA","200 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco X 60 mL","1","19/10/2017","EN01976","NAT. y GEN.","ACT"
"38280","AZITROMICINA","200  mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco x 15mL","1","19/10/2017","EN01976","NAT. y GEN.","ACT"
"38431","AZITROMICINA","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","500","27/01/2019","EE01129","LABOT","ACT"
"1241","AZITROMICINA","500  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","3","10/12/2009","NG2221","FARMINDUSTRIA S.A.","ACT"
"42917","AZITROXINA","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","3","22/02/2023","EN03107","DRONNVELS","ACT"
"51369","AZITSCIENS","500 mg","Tableta Recubierta","TABLETA","Caja Blister Tableta Recubierta","30","17/06/2025","EN08027","SCIENTIA PHARMA S.A.C.","ACT"
"38409","AZMASOL","100 µg/Dosis","Aerosol para Inhalación","AEROSOL","Caja Envase Aerosol x 200 Dosis","1","25/09/2020","EE01913","GRUPO MENDOZA","ACT"
"35665","AZOCEFASABAL 100","100  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","100","20/09/2019","EN00385"," HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS","ACT"
"45783","AZOCEFASABAL 100","100 mg","Tableta","TABLETA","Caja Envase Blister Tabletas","10","20/09/2019","EN00385"," HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS","ACT"
"1255","AZOFLOX","400  mg  +  50  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","100","06/03/2012","N20155"," HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS","ACT"
"50453","AZONACAF","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","100","11/08/2025","EE08851","CAFERMA S.A.C.","ACT"
"46654","AZOPT","1%","Suspensión Oftálmica","SUSPENSION OFTALMICA","Caja Frasco Gotero x 5 mL","1","28/11/2021","EE04728","NOVARTIS","ACT"
"37608","AZOXANID","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","6","22/05/2018","EN02021","G & R","ACT"
"37609","AZOXANID","100  mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco X 60 mL","1","20/05/2018","EN02024","G & R","ACT"
"50454","AZTOR","20 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","30","27/05/2021","EE03137","SUN PHARMACEUTICAL ","ACT"
"50653","AZTOR","40 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas	","30","30/05/2021","EE03139","SUN PHARMACEUTICAL ","ACT"
"50654","AZTOR","40 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas","60","30/05/2021","EE03139","SUN PHARMACEUTICAL ","ACT"
"50651","AZTOR","20 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","60","27/05/2021","EE03137","SUN PHARMACEUTICAL ","ACT"
"46159","AZTOR EZ 20","20 mg + 10 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","10","25/09/2023","EE05872","SUN PHARMACEUTICAL ","ACT"
"26309","AZTOR EZ 20","20  mg  +  10  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","10","25/09/2013","E21075","ESKE","ACT"
"51248","AZTREONAM","1 g","Polvo para Solución Inyectable","INYECTABLE","Caja Vial","10","30/11/2025","EE09202","CORVAL PHARMACEUTICAL S.A.C.","ACT"
"47168","AZTRID","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas","30","01/09/2022","EN05565","PHARMA -C","ACT"
"44821","AZTRID","500  mg ","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas","6","01/09/2022","EN05565","PHARMA -C","ACT"
"35763","AZUPEL","400  mg/10 mL","Solución Inyectable","INYECTABLE","Caja Vial X 10 mL","1","04/11/2019","EE00482","UNIDAS DEL PERU","ACT"
"40710","AZYBRAT 500","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","30","16/01/2019","EN03815","BRATOM","ACT"
"50235","AZYCOV 500","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","3","08/06/2025","EE08667","THEFAR ","ACT"
"46629","AZYMIL","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas","3","21/12/2023","EE06816","DROGUERIA LIPHARMA S.A.C","ACT"
"48283","AZYMOL","15 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","10","15/02/2021","EE02483","FARMINDUSTRIA S.A.","ACT"
"39070","AZYMOL","15  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","15","15/02/2021","EE02483","FARMINDUSTRIA S.A.","ACT"
"39071","AZYMOL","15  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","30","15/02/2021","EE02483","FARMINDUSTRIA S.A.","ACT"
"39072","AZYMOL","5  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","15","23/07/2020","EE01513","FARMINDUSTRIA S.A.","ACT"
"1266","AZYMOL","15  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","30","15/02/2021","E18155","FARMINDUSTRIA S.A.","ACT"
"53949","AZYNOR","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas","500","09/09/2025","EE08945","NORDIC","ACT"
"53674","B - VAT","","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","10","23/02/2026","EE09505","DROPESAC","ACT"
"36963","B VAT","","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","1","02/10/2012","E19838","DROPESAC","ACT"
"43351","BACCIDAL","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","100","07/05/2018","EN04016","E.S.C. PHARMED","ACT"
"51381","BACIMICINA","0.5 g + 25.000 UI","Ungüento","UNGUENTO","Caja Tubo x 15 g","1","23/11/2023","EN06457","PORTUGAL","ACT"
"47404","BACIMICINA PLUS","0.5 g + 40 000 UI + 500 000 UI","Ungüento","UNGUENTO","Caja Tubo x 15 g","1","30/10/2022","EN05691","PORTUGAL","ACT"
"45795","BACIMICINA PLUS ","0.35 g + 40 000 UI + 500 000 UI","Ungüento","UNGUENTO","Caja Tubo x 15 g","1","30/10/2022","EN05691","PORTUGAL","ACT"
"45153","BACITRACINA-NEOMICINA","","Ungüento","UNGUENTO","Caja Tubo x 15 g","1","18/06/2018","EN02461","DROGUERIA INRETAIL PHARMA S.A.C.","ACT"
"45733","BACLODRINT","10 mg","Tableta","TABLETA","Caja Envase Blíster Tabletas","20","17/12/2023","EN01203","INTERNACIONAL FARMA","ACT"
"36854","BACLODRINT","10  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","17/12/2023","EN01203","INTERNACIONAL FARMA","ACT"
"40339","BACLOFENO","10  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","200","23/04/2020","EN01284","IQ FARMA","ACT"
"51342","BACLOFENO","10 mg","Tableta","TABLETA","Caja Envase Blíster Tableta ","100","23/04/2020","EN01284","IQ FARMA","ACT"
"39332","BACLOFENO 10 MG ","10  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","18/08/2019","EN01256","MEDROCK CORPORATION SOCIEDAD ANONIMA CERRADA","ACT"
"44490","BACQURE","500  mg  +  500  mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial + Ampolla x 5 mL","1","20/12/2017","EE00581","SUN PHARMACEUTICAL ","ACT"
"47226","BACQURE","500 mg + 500 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial","1","20/12/2017","EE00581","SUN PHARMACEUTICAL ","ACT"
"45452","BACSULFIN FORTE","800  mg  +  160  mg","Tableta","TABLETA","Caja Envase Blíster Tabletas","100","05/06/2019","EN06214","VIFARMA","ACT"
"51400","BAC-T FORTE","800 mg + 160 mg","Tableta","TABLETA","Caja Envase Blíster Tableta ","100","08/04/2020","EN01128","RUCEF","ACT"
"54384","BACTAFUZ","2% p/p","Crema","CREMA","Caja Tubo x 15 g","1","29/04/2024","EE07242","DISTRIBUIDORA CONTINENTAL 6 S.A.","ACT"
"54385","BACTAFUZ - B","2 % + 0.1 %","Crema","CREMA","Caja Tubo x 15 g","1","15/04/2024","EE07213","DISTRIBUIDORA CONTINENTAL 6 S.A.","ACT"
"54127","BACTAMOX 1000","1 g","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","20","28/09/2022","EN05624","OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.","ACT"
"52998","BACTAMOX 1000","1 g","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","20","28/09/2022","EN05624","OQ PHARMA","ACT"
"54402","BACTAMOX CL","500 mg +125 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","14","16/07/2023","EE06167","OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.","ACT"
"54463","BACTAMOX®","500 mg","Cápsula","CAPSULA","Caja Envase Blíster Capsula","100","25/06/2024","EE07494","OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.","ACT"
"47145","BACTEROL BALSAMICO","800 mg + 160 mg + 200 mg","Tableta","TABLETA","Caja Envase Blíster Tabletas","12","14/06/2020","EN02975","FARMINDUSTRIA S.A.","ACT"
"40372","BACTEROL BALSAMICO ","800  mg  +  160  mg  +  200  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","48","14/06/2020","EN02975","FARMINDUSTRIA S.A.","ACT"
"40373","BACTEROL BALSAMICO ","","Suspensión Oral","SUSPENSION","Caja Frasco X 50 mL","1","06/12/2021","EN02947","FARMINDUSTRIA S.A.","ACT"
"40380","BACTEROL FORTE ","400  mg  +  80  mg/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco X 50 mL","1","05/12/2021","EN03407","FARMINDUSTRIA S.A.","ACT"
"39572","BACTEROL FORTE","800  mg  +  160  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","20/09/2018","EN02712","FARMINDUSTRIA S.A.","ACT"
"26680","BACTEROL FORTE","400  mg  +  80  mg/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco X 50 mL","1","05/12/2021","N16204","FARMINDUSTRIA S.A.","ACT"
"47059","BACTEROL FORTE","800 mg + 160 mg","Tableta","TABLETA","Caja Envase Blíster Tabletas","20","20/09/2018","EN02712","FARMINDUSTRIA S.A.","ACT"
"49186","BACTEROL INFANTIL","200 mg + 40 mg/ 5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL + accesorio","1","08/09/2022","EN07720","FARMINDUSTRIA S.A.","ACT"
"26679","BACTEROL INFANTIL","200  mg  +  40  mg/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco X 60 mL","1","08/09/2017","N16499","FARMINDUSTRIA S.A.","ACT"
"48861","BACTIOMAX","250 mg/ 5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco x 60 mL","1","30/03/2024","EN05276","CORPORATION MECOFARM SOCIEDAD ANONIMA CERRADA - CORPORATION MECOFARM S.A.C.","ACT"
"52936","BACTIOMAX","500 mg","Cápsula","CAPSULA","Caja Envase Blíster Cápsula","100","28/05/2024","EN03658","CORPORATION MECOFARM SOCIEDAD ANONIMA CERRADA - CORPORATION MECOFARM S.A.C.","ACT"
"53265","BACTIOMAX","250 mg/ 5 mL","Polvo para Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL + Accesorio","1","30/03/2024","EN05276","CORPORATION MECOFARM SOCIEDAD ANONIMA CERRADA - CORPORATION MECOFARM S.A.C.","ACT"
"54157","BACTRAXOLE","(400 mg + 80 mg)/ 5 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Ampolla x 5 mL","10","23/09/2021","EE04191","OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.","ACT"
"48213","BACTRAXOLE","(400 mg + 80 mg)/ 5mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Ampolla x 5 mL","10","23/09/2021","EE04191","OQ PHARMA","ACT"
"43312","BACTRAXOLE ","(400  mg  +  80  mg)/5 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Ampolla x 5 mL","100","23/09/2021","EE04191","OQ PHARMA","ACT"
"43313","BACTRAXOLE","(400  mg  +  80  mg)/5 mL","Concentrado para Solución para Perfusión","INYECTABLE","Caja Ampolla x 5 mL","50","23/09/2021","EE04191","OQ PHARMA","ACT"
"35607","BACTRAXOLE FORTE","800  mg  +  160  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","22/10/2017","N27251","OQ PHARMA","ACT"
"50908","BACTRAXOLE FORTE","800 mg + 160 mg","Tableta","TABLETA","Caja Envase Blíster Tableta","100","22/10/2022","EN07364","OQ PHARMA","ACT"
"50159","BACTRIBAL FORTE","800 mg +  160 mg","Tableta","TABLETA","Caja Envase Blíster Tableta","100","14/05/2023","EN07116","DROG. COLBASIL","ACT"
"45722","BACTRIM","200 mg + 40 mg/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL","1","06/12/2019","EE00549","ROCHE","ACT"
"45723","BACTRIM","400 mg + 80 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","24","14/04/2020","EE00955","ROCHE","ACT"
"50832","BACTRIM","200 mg + 40 mg / 5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 100 mL","1","06/12/2019","EE00549","LABORATORIOS SIEGFRIED S.A.C.","ACT"
"51525","BACTRIM","400 mg + 80 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","20","14/04/2020","EE00955","LABORATORIOS SIEGFRIED S.A.C.","ACT"
"53325","BACTRIM","200 mg + 40 mg/ 5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 100 mL","1","28/06/2026","EE09895","LABORATORIOS SIEGFRIED S.A.C.","ACT"
"37577","BACTRIM","400  mg  +  80  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","20","14/04/2020","EE00955","ROCHE","ACT"
"38082","BACTRIM","200  mg  +  40  mg/5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 100 mL","1","06/12/2019","EE00549","ROCHE","ACT"
"40980","BACTRIM F","800  mg  +  160  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","100","14/04/2020","EE00958","ROCHE","ACT"
"53469","BACTRIM F","800 mg + 160 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","10","14/04/2025","EE00958","LABORATORIOS SIEGFRIED S.A.C.","ACT"
"51529","BACTRIM F","800 mg + 160 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","100","14/04/2020","EE00958","LABORATORIOS SIEGFRIED S.A.C.","ACT"
"45725","BACTRIM F","800 mg + 160 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","10","14/04/2020","EE00958","ROCHE","ACT"
"51524","BACTRIM FORTE","400 mg + 80 mg/ 5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 100 mL","1","22/12/2019","EE00598","LABORATORIOS SIEGFRIED S.A.C.","ACT"
"53484","BACTRIM FORTE","800 mg + 160 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimido","100","17/06/2026","EE09832","LABORATORIOS SIEGFRIED S.A.C.","ACT"
"53047","BACTRIM FORTE","400 mg + 80 mg/ 5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 100 mL","1","28/06/2026","EE09894","LABORATORIOS SIEGFRIED S.A.C.","ACT"
"36961","BACTRIM FORTE","400  mg  +  80  mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 100 mL","1","22/12/2019","EE00598","ROCHE","ACT"
"53251","BACTRIPLUS","200 mg + 400 mg/ 5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL + Accesorio","1","10/08/2024","EN05497","CORPORATION MECOFARM SOCIEDAD ANONIMA CERRADA - CORPORATION MECOFARM S.A.C.","ACT"
"48854","BACTRIPLUS","200 mg + 400 mg/ 5 mL","Suspensión Oral","SUSPENSION","Frasco x 60mL","1","10/08/2019","EN05497","CORPORATION MECOFARM SOCIEDAD ANONIMA CERRADA - CORPORATION MECOFARM S.A.C.","ACT"
"48670","BACTROXIL-960","800 mg + 160 mg","Tableta","TABLETA","Caja Envase Blister Tableta","100","27/11/2024","EE08090","DROGUERIA LIPHARMA S.A.C","ACT"
"50707","BACZOL BALSAMICO","200 mg + 50 mg + 40 mg / 5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x  100 mL","1","22/01/2023","EN07561","RUCEF","ACT"
"49885","BACZYL","125 mg/ 5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 120 mL","1","06/10/2021","EN04552","DROGUERIA INRETAIL PHARMA S.A.C.","ACT"
"46261","BACZYL","0.75%","Gel","JALEA","Tubo x 30 g","1","24/04/2018","EN02008","DROGUERIA INRETAIL PHARMA S.A.C.","ACT"
"53669","BADBOY","100 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","2","23/03/2026","EN08525","SEBAL","ACT"
"52895","BADOLFIX","500 mg + 150 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","100","30/05/2026","EN08608","JOBAL PHARMA","ACT"
"41793","BAGOFLOX 500","500  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","14","04/06/2019","EE03298","BAGO","ACT"
"41794","BAGOFLOX 750","750  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","5","17/06/2019","EE03291","BAGO","ACT"
"26511","BAGOMICINA 100","100  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","30","05/12/2012","E20034","BAGO","ACT"
"32755","BAGOMICINA 100","100  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","100","05/12/2012","E20034","BAGO","ACT"
"49539","BAGOMICINA 100","100 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimido Recubierto","30","05/12/2022","EE08368","BAGO","ACT"
"39971","BAGOVIR ","500  mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Tabletas","10","17/11/2023","EE02192","BAGO","ACT"
"51782","BALDEXA","4 mg","Tableta","TABLETA","Caja Envase Blíster Tableta ","100","10/12/2025","EN08385","JOBAL PHARMA","ACT"
"53827","BALILE","75 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","30","12/10/2026","EE04367","CAFERMA S.A.C.","ACT"
"48486","BALILE®","75 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsula","30","17/09/2024","EE07789","CAFERMA S.A.C.","ACT"
"48488","BALILE® ","150 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsula","30","17/09/2024","EE07790","CAFERMA S.A.C.","ACT"
"42553","BALILE®","150  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","30","30/09/2021","EE04301","CAFERMA S.A.C.","ACT"
"42554","BALILE®","75  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","30","12/10/2021","EE04367","CAFERMA S.A.C.","ACT"
"51054","BALSOBROX","8 mg/ 5 mL","Jarabe","SOLUCION","Caja Frasco x 120 mL","1","06/10/2024","EN08205","PHARMA -C","ACT"
"43746","BANDREX","3  mg/3 mL","Solución Inyectable","INYECTABLE","Caja Vial x 3 mL","1","16/05/2021","EN03324","SAGITARIO","ACT"
"40470","BANDREX","150  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","1","10/08/2021","EN04190","SAGITARIO","ACT"
"50167","BANEDIF ","1 % + 0.05 % + 0.1 %","Crema Tópica","CREMA","Caja Tubo x 20 g","1","30/12/2024","EN07797","DOCTOR ANDREU Q.F.S.A.","ACT"
"50168","BANEDIF ","1 % + 0.05 % + 0.1 %","Crema Tópica","CREMA","Caja Tubo x 10 g","1","30/12/2024","EN07797","DOCTOR ANDREU Q.F.S.A.","ACT"
"47888","BANES","100 mg /5 mL ","Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL","1","14/02/2018","EE00405","UNIDAS DEL PERU","ACT"
"42393","BANES","100  mg/ 5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 100 mL","1","14/02/2018","EE00405","UNIDAS DEL PERU","ACT"
"32950","BANES FORTE","200  mg/5 mL","Suspensión Oral","SUSPENSION","Frasco  X 60 mL","1","20/07/2017","E22827","UNIDAS DEL PERU","ACT"
"50809","BANES FORTE ","200 mg/ 5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 60 mL ","1","20/07/2022","EE08331","UNIDAS DEL PERU","ACT"
"51517","BANTER","4 mg","Tableta","TABLETA","Caja Envase Blíster Tableta ","100","12/02/2025","EN07855","DAXO LAB TRADE","ACT"
"51456","BAPRESSLIP-16","16 mg","Tableta","TABLETA","Caja Envase Blíster Tableta ","30","25/01/2026","EE09406","DROGUERIA LIPHARMA S.A.C","ACT"
"53878","BARIFLUZOL","150 mg","Cápsula","CAPSULA","Caja Envase Blíster Cápsula","100","30/11/2025","EN08358","CORPORACION BARIZAL SOCIEDAD ANONIMA CERRADA - CORPOBARIZALSAC","ACT"
"53879","BARIFLUZOL","150 mg","Cápsula","CAPSULA","Caja Envase Blíster Cápsula","4","30/11/2025","EN08358","CORPORACION BARIZAL SOCIEDAD ANONIMA CERRADA - CORPOBARIZALSAC","ACT"
"53881","BARIFORTE","15 mg","Tableta","TABLETA","Caja Envase Folio Tableta","100","25/11/2025","EN08344","CORPORACION BARIZAL SOCIEDAD ANONIMA CERRADA - CORPOBARIZALSAC","ACT"
"52465","BART H ","150 mg + 12,5 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimido","30","04/06/2024","EE07427","EUROFARMA PERU","ACT"
"50260","BART H","300 mg + 12.5 mg","Comprimido","TABLETA","Caja Envase Blister Comprimido","30","25/08/2021","EE03934","EUROFARMA PERU","ACT"
"50261","BART H","300 mg + 12.5 mg","Comprimido","TABLETA","Caja Envase Blister Comprimido","30","28/02/2025","EE08528","EUROFARMA PERU","ACT"
"50010","BART H","150 mg + 12,5 mg","Comprimido","TABLETA","Caja Envase Blister Comprimido","30","24/08/2021","EE03915","EUROFARMA PERU","ACT"
"49512","BART H","300 mg + 25 mg","Comprimido","TABLETA","Caja Envase Blister Comprimido","30","21/11/2023","EN06451","EUROFARMA PERU","ACT"
"43293","BASAGLAR TM KWIKPEN  TM","100 U/mL","Solución Inyectable","INYECTABLE","Caja Cartucho x 3 mL","5","07/07/2022","BE01085","ELI LILLY","ACT"
"41432","BATRAFEN","8 %","Solución Tópica","AEROSOL","Caja Frasco x 3 g","1","22/12/2018","EE00903","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"1358","BATROXIN BALSAMICO","800  mg  +  160  mg  +  200  m","Tableta","TABLETA","Caja Envase Blister Tabletas","150","28/02/2013","N24403","DRONNVELS","ACT"
"52311","BATROXIN BALSAMICO","800 mg + 160 mg + 200 mg","Tableta","TABLETA","Caja Envase Blíster Tableta ","150","28/02/2023","EN07682","DRONNVELS","ACT"
